index,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SolZ_F,SenZ_F,SCA_F,SolZ_B,SenZ_B,SCA_B,lc,province,month,season,Fine_Mode_AOD_500nm
NASA_LaRC,0.3454943,0.16946311,0.083486766,0.12081052,0.09709514,0.354025,0.16790204,0.15498324,0.27977815,0.1819777,65.068146,40.931248,96.669975,65.16122,41.03228,134.64404,190,45,12,4,0.063285714
NEON_NOGP,0.2380916,0.1460799,0.10972155,0.26639378,0.26121938,0.2526004,0.15006743,0.13185309,0.3325311,0.31759194,52.773014,28.254927,100.68613,52.864994,28.450071,137.37683,130,33,9,3,0.150794875
ARM_LaPorte,0.2358139,0.13336703,0.10709342,0.3246014,0.23376365,0.21792382,0.17095485,0.17144208,0.35290465,0.2503038,18.709879,22.070631,145.7976,18.934982,22.263874,161.28737,130,42,6,2,0.12854975
NEON_NOGP,0.23141377,0.10922273,0.071607366,0.25706694,0.22307752,0.24066827,0.1331809,0.12317174,0.3402627,0.30242977,49.00652,24.071192,112.23609,49.10902,24.27265,154.98708,130,33,9,3,0.027035167
Pinehurst_Idaho,0.22380061,0.12787852,0.098585054,0.25295588,0.17436235,0.22032309,0.14846233,0.12105364,0.40871903,0.27813092,33.03601,25.630688,130.78577,33.1777,25.859257,172.67876,190,11,5,1,0.0354296
NEON_Harvard,0.24619804,0.13122305,0.08247835,0.17334333,0.193356,0.23527858,0.114315026,0.10321675,0.21902081,0.19955431,38.979477,39.251633,107.89453,39.07679,39.36034,135.25122,90,20,4,1,0.091318
NEON_KONZ,0.28427234,0.12925711,0.0731243,0.27103904,0.217503,0.28259984,0.14094254,0.11637363,0.37560293,0.29747218,51.939064,37.677265,112.39203,52.06792,37.821213,151.49017,130,15,10,3,0.051954545
Bakersfield,0.3328184,0.18817249,0.16933675,0.22120227,0.2252403,0.31102937,0.20304358,0.17673784,0.26301277,0.25235927,59.543076,42.74313,92.986435,59.608295,42.830997,127.45752,190,4,1,4,0.1120005
Fresno_2,0.23098436,0.15131967,0.15011789,0.2332008,0.21632631,0.23819986,0.20727074,0.22399737,0.3235122,0.30465505,23.645773,26.913418,140.79556,23.830196,27.104847,176.26903,190,4,7,2,0.062437
NEON_OSBS,0.3366665,0.4356908,0.29459447,0.36318538,0.2160546,0.35145187,0.21019547,0.14459862,0.388876,0.24960788,52.357822,24.265099,108.60406,52.48107,24.428015,151.5279,120,9,11,3,0.044438
NEON_NOGP,0.2820518,0.16281192,0.118670896,0.2642723,0.29246554,0.27256835,0.16314602,0.15692106,0.32861978,0.3413431,35.02194,40.115833,128.42792,35.159527,40.282597,161.78976,130,33,7,2,0.361361333
Tallahassee,0.31785473,0.21010531,0.15780266,0.32082394,0.26063073,0.290587,0.19010475,0.20253505,0.3935721,0.38384342,22.29158,31.662022,146.83043,22.520266,31.806004,169.80983,190,9,5,1,0.249362833
ARM_Gothic,0.17372097,0.087043695,0.0731814,0.23526138,0.18369855,0.18300334,0.11512448,0.12531437,0.34712532,0.26369873,38.786507,26.607803,124.02499,38.92248,26.806534,166.75652,60,5,9,3,0.073694818
Taylor_Ranch_TWRS,0.24234347,0.1314544,0.08860441,0.17213313,0.19352396,0.23788555,0.15160133,0.13065292,0.27573526,0.32299504,32.900925,35.85183,132.57613,33.057785,35.976433,168.9532,120,11,5,1,0.0369479
NEON-Disney,0.27695832,0.12744837,0.066730216,0.23599699,0.14770353,0.29533333,0.14766288,0.14043948,0.278785,0.2040626,41.5268,28.564907,121.44823,41.677917,28.741323,163.8283,130,9,10,3,0.034268875
Rimrock,0.27311096,0.13483931,0.13758183,0.40117133,0.21336888,0.2508597,0.12614891,0.11091304,0.56338483,0.28755477,33.759567,41.23305,131.15181,33.914803,41.33575,163.09569,11,11,5,1,0.0411304
Lewis-Clark_ID_USA,0.26647225,0.16787146,0.10920701,0.19723074,0.14540641,0.283874,0.14778408,0.13217649,0.22502479,0.18713126,64.76186,27.479103,89.73755,64.84813,27.629091,129.32455,190,11,10,3,0.101327929
Univ_of_Nevada-Reno,0.21557845,0.15116139,0.1558844,0.23183434,0.20211804,0.221804,0.19888899,0.21465679,0.27124238,0.23795284,25.572489,23.499262,138.46722,25.736969,23.735939,171.42549,190,27,6,2,0.028249417
Denver_LaCasa,0.2434237,0.16237721,0.15870087,0.17743218,0.18934646,0.26384443,0.18700251,0.20291042,0.23344427,0.21743298,51.636505,22.132973,106.235085,51.70918,22.365309,149.3146,190,5,2,4,0.0504462
NEON_CVALLA,0.24999075,0.1662999,0.1625151,0.20615165,0.14814122,0.2760594,0.18825267,0.1995033,0.28368157,0.22015987,55.58763,22.456657,102.02214,55.664043,22.690683,145.06973,11,5,2,4,0.0199198
Pinehurst_Idaho,0.30722192,0.1959408,0.16673872,0.2715494,0.18193856,0.2973783,0.16586524,0.17828329,0.30058208,0.22968642,55.768307,25.961159,100.12399,55.839138,26.146544,140.90828,190,11,3,1,0.0324215
NEON_ONAQ,0.23541228,0.15749578,0.17510782,0.22277997,0.30910784,0.31027436,0.2683925,0.26373208,0.35318747,0.32588312,45.050953,21.990917,113.7317,45.146378,22.219458,156.32845,120,43,3,1,0.0808055
NEON_LENO,0.2494345,0.12087907,0.06665444,0.11283299,0.13769096,0.2681412,0.11337126,0.100308485,0.19427101,0.18730164,55.929512,30.312826,103.46172,56.009068,30.528435,144.95998,160,1,1,4,0.032114545
PNNL,0.21853466,0.11829297,0.08332081,0.17427748,0.15529263,0.24525863,0.15026689,0.16454136,0.24139932,0.24257547,40.59045,22.395638,117.18319,40.688362,22.6233,156.09563,120,46,8,2,0.025703875
NEON_WOOD,0.26206017,0.19632393,0.1482476,0.337516,0.3026043,0.21684231,0.13126631,0.122877575,0.27104098,0.28308612,31.31994,38.984367,112.94882,31.438885,39.12326,134.74377,130,33,5,1,0.0633315
NASA_Ames,0.25798798,0.2641285,0.2312549,0.2413398,0.21067126,0.30100468,0.25453898,0.23930326,0.27323803,0.26859438,34.44951,22.428236,123.41625,34.58333,22.64517,159.73038,120,4,9,3,2.513703111
EPA-Res_Triangle_Pk,0.2782139,0.14868543,0.08868124,0.20804176,0.15822612,0.24373533,0.12749036,0.105856,0.26649752,0.16175152,43.14911,44.66382,100.65749,43.249897,44.750404,126.76948,130,32,10,3,0.104663083
Lake_Okeechobee_N,0.2603947,0.1232655,0.05100913,0.025822747,0.013052098,0.28247055,0.10257943,0.06485791,0.036182836,0.020381639,54.59988,33.734,107.09371,54.715744,33.920586,147.6432,210,9,12,4,0.073692
NASA_LaRC,0.25652844,0.12474038,0.06514726,0.24213065,0.1590333,0.2632112,0.1282374,0.1048827,0.22353096,0.17960282,46.26083,22.761286,114.279724,46.386894,23.004795,156.48964,190,45,10,3,0.156803889
Billerica,0.248973,0.13418525,0.07911098,0.23563567,0.1308266,0.26472577,0.1321117,0.11270655,0.32630923,0.18665671,48.64062,21.987314,110.57305,48.748775,22.223997,152.11095,190,20,9,3,0.309195667
UMBC,0.29424542,0.16258651,0.09282221,0.24387439,0.16602737,0.32159153,0.19870786,0.15685242,0.33666003,0.23873322,62.520626,35.67615,101.54355,62.63374,35.799057,141.72375,190,19,11,3,0.024803714
Rimrock,0.3000118,0.17687547,0.21249211,0.3031091,0.32553586,0.28577545,0.20382346,0.18739721,0.3522496,0.39762,38.664783,41.352222,126.45837,38.80895,41.485275,160.9926,11,11,5,1,0.035950429
UH_Sugarland,0.22984508,0.14092363,0.15079612,0.26171365,0.21871111,0.1994773,0.12696707,0.14078517,0.2868632,0.22865437,13.700494,41.223644,125.223694,13.912849,41.329567,132.18727,10,42,7,2,0.047031
CalTech,0.28296384,0.17418116,0.15893704,0.24673142,0.17662482,0.25945753,0.16374499,0.14233989,0.34908625,0.22628683,29.34126,39.41277,135.59076,29.539953,39.604073,165.33926,190,4,4,1,0.078720917
Sevilleta,0.21531065,0.12873578,0.14502785,0.26690108,0.27987647,0.21837364,0.20741615,0.27584594,0.34852093,0.36881718,26.35847,22.740309,131.29219,26.506886,22.963627,161.22462,120,30,8,2,0.0713339
Rimrock,0.1843768,0.10279414,0.09602799,0.3387903,0.22021998,0.19056724,0.13274744,0.11194904,0.42856842,0.25430363,32.91235,27.501448,120.26603,33.02887,27.675589,150.52443,11,11,8,2,0.07047275
EPA-Res_Triangle_Pk,0.27689585,0.1516178,0.10913531,0.23488875,0.15360959,0.27641535,0.1586715,0.12193161,0.33892027,0.24030967,41.822037,30.363703,121.474785,41.956165,30.53323,163.24634,130,32,9,3,0.184878933
NEON_NOGP,0.18908198,0.10040463,0.09468776,0.2551032,0.22575879,0.20332655,0.11711973,0.10096996,0.31858003,0.2679059,41.17784,28.226734,111.97286,41.283722,28.447308,145.70065,130,33,8,2,0.04144775
Taylor_Ranch_TWRS,0.21275163,0.10773704,0.08061146,0.15207091,0.15606296,0.20311426,0.12999061,0.1322222,0.2162899,0.23939212,31.913918,34.04881,116.04077,32.031147,34.210327,140.47316,120,11,5,1,0.044600176
VirginiaTech,0.3264765,0.17438625,0.11093179,0.16637048,0.16881506,0.34024012,0.1703934,0.1592674,0.27529454,0.25294566,65.248505,40.74449,96.867775,65.338875,40.816265,134.98117,190,45,12,4,0.043538294
Monterey,0.249092,0.17334671,0.13920537,0.18359782,0.2132176,0.2552653,0.19822387,0.20311844,0.25741297,0.25468174,24.311016,21.98604,135.67493,24.475458,22.209343,164.97551,190,4,7,2,0.090817
NEON_TEAK,0.25629595,0.13511075,0.07940162,0.17643322,0.1648968,0.27081287,0.1379302,0.118668094,0.30949968,0.22174531,55.449715,30.098515,107.42213,55.573082,30.273037,149.31863,70,4,10,3,0.08108475
Catalina,0.21773589,0.12298164,0.12917206,0.18478838,0.21869683,0.2475189,0.16709194,0.19034198,0.27600086,0.32377902,55.656227,22.001604,102.66143,55.751446,22.206486,145.01936,120,2,11,3,0.0127325
Univ_of_Nevada-Reno,0.22867289,0.14292116,0.13022746,0.1958971,0.17350076,0.2619482,0.19061147,0.20151906,0.2191744,0.20155251,59.101894,23.498453,101.4445,59.19579,23.736713,144.36981,190,27,10,3,0.026737643
Granite_Island,0.27469453,0.13288495,0.069639094,0.098150015,0.047508158,0.24332611,0.07641018,0.040363938,0.026181115,0.024661798,30.688164,29.007784,133.55284,30.828968,29.2187,175.31989,210,21,6,2,0.079314429
NEON_UNDE,0.28981853,0.1647387,0.07747458,0.12302422,0.096985154,0.29773742,0.12602976,0.100188665,0.17876652,0.14842623,68.79961,30.673223,85.05958,68.880615,30.825924,124.37669,60,21,11,3,0.025207167
NEON_RMNP,0.21478616,0.14022897,0.12533076,0.19487147,0.09483608,0.22593357,0.17269064,0.1559343,0.25004017,0.13517442,37.990917,41.604836,107.64421,38.088463,41.734325,133.64009,70,5,4,1,0.038225
NEON_RMNP,0.21531384,0.09921406,0.062034886,0.13470884,0.112453915,0.1935293,0.1008969,0.088959925,0.19431372,0.1406783,44.75246,41.728916,101.30025,44.8513,41.796116,129.57324,70,5,9,3,0.01254825
NEON_WREF,0.22445461,0.10255603,0.045349654,0.22510278,0.10243726,0.22034077,0.09059117,0.053865477,0.2829709,0.12973556,39.761185,30.645744,111.65237,39.870922,30.796818,143.00151,70,46,8,2,0.042321667
NEON_WOOD,0.21389097,0.12605286,0.14276728,0.21039374,0.31409958,0.23885126,0.16218184,0.19909583,0.28981727,0.37976342,46.25263,23.246552,110.53293,46.348618,23.447897,150.20834,130,33,3,1,0.054498769
UH_Coastal_Center,0.22333115,0.10581621,0.052734226,0.2554781,0.17859171,0.2354668,0.11492519,0.08944095,0.34917971,0.2207887,41.40411,22.145535,118.67683,41.54423,22.33533,159.15584,130,42,10,3,0.095529364
Sandia_NM_PSEL,0.24148998,0.19139194,0.2347059,0.29108208,0.24309333,0.26928848,0.23003387,0.27068648,0.3232305,0.32652938,49.55659,35.092228,114.814545,49.700928,35.300648,154.94324,190,30,10,3,0.014338667
CCNY,0.28516886,0.18005832,0.15267102,0.20554924,0.17075728,0.28151104,0.21155363,0.20223409,0.3018813,0.25526863,31.367067,26.86141,131.33038,31.511017,27.036392,174.17468,190,31,8,2,0.1998683
Catalina,0.26069257,0.13934843,0.13531148,0.19874127,0.2533856,0.2810011,0.19284213,0.21211745,0.3090643,0.36106524,51.141743,37.767826,112.75601,51.279892,37.871555,151.70178,120,2,10,3,0.022025
SDSU_IPLab,0.24357758,0.14069776,0.12047514,0.25158733,0.2300266,0.25834978,0.18513957,0.17312382,0.34677553,0.30834785,34.834152,27.557945,129.28769,34.974422,27.729376,171.82724,190,40,5,1,0.1340542
NEON_UKFS,0.25724772,0.13029227,0.08645643,0.14865316,0.24357747,0.26536095,0.137721,0.12871699,0.3143237,0.29964387,61.723293,29.076866,92.53879,61.82124,29.236376,131.70822,60,15,11,3,0.022796462
Georgia_Tech,0.22689398,0.14529362,0.12328106,0.17531008,0.14552934,0.23667033,0.16897583,0.13190375,0.26813674,0.20084316,45.370373,29.102953,107.212524,45.490566,29.302,141.18372,190,10,10,3,0.1002372
Table_Mountain,0.25184157,0.13076234,0.11468624,0.24519071,0.2698655,0.25660503,0.17076156,0.15712854,0.36413813,0.3487667,50.984188,33.05241,112.73752,51.113842,33.187344,153.69827,10,5,10,3,0.069249
GSFC,0.4304225,0.46367034,0.33540276,0.46449772,0.22719282,0.29101807,0.25727212,0.1790755,0.37136778,0.19429821,20.686625,38.271107,122.075745,20.853811,38.349636,136.27097,190,19,6,2,0.138441
Sevilleta,0.22899207,0.14399356,0.19293888,0.25707775,0.27446622,0.22318551,0.19781777,0.24420573,0.31983855,0.32692882,39.3694,41.94469,105.50543,39.477497,42.03274,131.32527,120,30,9,3,0.032178091
MD_Science_Center,0.26665145,0.21363375,0.16911124,0.19572991,0.15190364,0.2905367,0.20988129,0.19352664,0.264826,0.17977613,43.39668,35.947334,120.23654,43.530186,36.09946,159.27483,190,19,9,3,0.970226545
NEON_KONZ,0.2680175,0.23885183,0.18935561,0.38915318,0.21755923,0.2867406,0.22859564,0.20085186,0.39290562,0.22260486,27.066439,36.013416,119.16562,27.199324,36.16202,140.18614,130,15,8,2,1.37055525
Brookhaven,0.27151728,0.17243788,0.09580652,0.29432663,0.16937633,0.27037948,0.12693107,0.08380643,0.34551865,0.21666428,41.79225,31.62231,121.36892,41.9159,31.766554,162.5311,190,31,9,3,0.162834571
Brookhaven,0.2859849,0.17922547,0.10706697,0.2733306,0.17088714,0.27998608,0.14135072,0.09769371,0.35683617,0.22859032,37.472996,31.622595,125.587,37.602276,31.766415,166.26236,190,31,8,2,0.496930111
NASA_KSC,0.27246815,0.1233335,0.052878987,0.24217688,0.1199934,0.28280267,0.13075472,0.08969882,0.31910527,0.15638287,53.147514,32.33782,106.08386,53.247158,32.5024,146.56453,160,9,1,4,0.018029786
Rimrock,0.19931531,0.12968037,0.20149972,0.33395416,0.3281238,0.22241215,0.16374841,0.22025871,0.35899264,0.34431037,42.15943,24.687895,119.36762,42.26499,24.924595,162.29593,11,11,8,2,0.042725182
Sandia_NM_PSEL,0.26420215,0.16588303,0.17938407,0.21942316,0.23918368,0.2521285,0.20635837,0.22967222,0.28068298,0.29495764,56.07773,40.88203,93.33823,56.16913,40.943813,126.341576,190,30,11,3,0.0360402
Easton-MDE,0.25203937,0.122517265,0.08162435,0.3281402,0.2163305,0.22832264,0.16784744,0.15008828,0.3824846,0.25849238,23.369617,22.407076,139.35822,23.535622,22.623804,168.18575,11,19,6,2,0.05910925
ARM_SGP,0.25647458,0.14428087,0.15201817,0.3069024,0.3343491,0.22942775,0.14819449,0.13391724,0.47114086,0.3464719,24.053358,37.46751,141.87361,24.254103,37.64022,166.05894,11,35,6,2,0.053671273
St_Louis_University,0.24446669,0.16643216,0.15671065,0.22238557,0.21514614,0.23318014,0.15618278,0.18281296,0.26488924,0.22852305,35.597893,43.83039,108.107,35.701077,43.92112,131.92659,190,24,4,1,0.1239419
NEON_NOGP,0.37906012,0.33541843,0.31078345,0.37794453,0.2711451,0.35881406,0.24172287,0.25446358,0.29426932,0.21536747,65.64357,28.200912,88.60755,65.72448,28.396399,128.03189,130,33,11,3,0.037449667
Goldstone,0.30061275,0.18699592,0.2615814,0.31870785,0.39856648,0.31705543,0.28086978,0.34613425,0.43070608,0.4982609,48.628014,44.2874,115.832245,48.776676,44.34922,151.1186,120,4,10,3,0.017871
PNNL,0.27647266,0.18556009,0.1762421,0.267039,0.22263591,0.21222734,0.15915574,0.13133845,0.20943373,0.2103482,27.717089,37.21659,117.16553,27.84022,37.36174,137.21788,120,46,6,2,0.036448727
Monterey,0.22886692,0.1531316,0.14388412,0.19679493,0.16762803,0.21410847,0.15905166,0.16393481,0.23076472,0.18245947,25.335508,38.21004,118.23187,25.487185,38.314735,135.95079,190,4,5,1,0.027986273
Pinehurst_Idaho,0.34737268,0.26488706,0.25112706,0.35736746,0.29687864,0.31856835,0.21027485,0.19348857,0.35565665,0.31487656,52.405327,25.694517,109.77723,52.52233,25.880747,152.37671,190,11,9,3,0.0292965
USGS_Flagstaff_ROLO,0.23255955,0.12948497,0.1275715,0.1864166,0.15423995,0.25365135,0.15598051,0.16879831,0.26276365,0.20125139,61.242138,29.351845,98.60435,61.32953,29.526876,140.6566,70,2,1,4,0.0031907
Goldstone,0.29092792,0.17830834,0.19646989,0.21549904,0.30423543,0.29413316,0.25566626,0.32548013,0.34308907,0.4214186,26.788527,44.140182,136.4652,26.995848,44.26133,159.43385,120,4,7,2,0.08047725
NEON_UNDE,0.21735159,0.10067835,0.06228569,0.12304443,0.13554135,0.20117517,0.08495745,0.07890013,0.14749329,0.1476251,34.716637,30.818064,115.895004,34.82704,30.968044,143.94254,60,21,5,1,0.0394046
NEON_MOAB,0.2538896,0.13449584,0.20135888,0.27757263,0.30835918,0.23706374,0.16997601,0.24570093,0.35257196,0.4015238,56.36011,38.3844,93.54069,56.45196,38.52142,127.312614,120,43,11,3,0.022398417
CCNY,0.27578995,0.19459882,0.16655481,0.26980695,0.25505668,0.35342857,0.5907586,0.48091638,0.5733665,0.29646745,24.339422,26.682743,129.03696,24.484467,26.861807,152.67908,190,31,7,2,0.172119
NEON_TEAK,0.16237092,0.08261334,0.052055974,0.14818645,0.12073241,0.16956393,0.09632542,0.086711735,0.22720753,0.17828754,29.784107,24.727573,125.50709,29.911787,24.917782,155.71564,70,4,8,2,0.040916364
Tucson,0.27133226,0.19156207,0.19529817,0.28921676,0.24341577,0.28412887,0.24575125,0.26279145,0.36636415,0.3056119,38.82146,37.74083,125.63387,38.976948,37.84251,162.79561,190,2,9,3,0.140007364
PNNL,0.34292635,0.24309698,0.21483274,0.319865,0.26030335,0.31882793,0.21469758,0.22281358,0.31486437,0.26969755,62.970764,22.379412,94.69289,63.054646,22.606194,136.53595,120,46,10,3,0.030853286
NEON_NOGP,0.25783443,0.11958405,0.08943099,0.32221168,0.26419747,0.24888949,0.14665098,0.13011128,0.39204288,0.33811113,38.72037,40.20507,124.10428,38.857002,40.311993,158.95639,130,33,8,2,0.017238
NEON_Harvard,0.45351154,0.3633863,0.19456178,0.46173882,0.26700744,0.3124895,0.1857706,0.19451626,0.56846327,0.46664983,30.661097,32.204285,132.9117,30.811129,32.34516,171.0219,90,20,7,2,0.241711
NEON_Bartlett,0.32461923,0.15775868,0.06598719,0.15686435,0.08897865,0.29365417,0.11181359,0.0818777,0.18267278,0.14203365,67.18408,37.057037,85.25075,67.2633,37.17438,122.31762,90,28,11,3,0.0196185
GSFC,0.24843162,0.14360213,0.10229529,0.24150743,0.11758388,0.4055835,0.42947584,0.2968549,0.5048294,0.17611139,34.883297,38.270927,111.44699,34.999737,38.349373,136.79285,190,19,9,3,0.14615
CalTech,0.28230676,0.13341351,0.072815366,0.15771155,0.10925363,0.27152738,0.12460871,0.10432703,0.20161271,0.13653257,59.616486,36.896072,93.35186,59.69232,37.00035,129.88559,190,4,12,4,0.012950455
Pinehurst_Idaho,0.23898508,0.12929939,0.085877046,0.19663833,0.136651,0.2676721,0.15529296,0.1285163,0.3159971,0.20167029,58.784092,25.652645,103.0669,58.887554,25.859627,145.72375,190,11,10,3,0.0443427
Bakersfield,0.2148659,0.15095972,0.19163194,0.25500074,0.3062559,0.21503998,0.18022883,0.20136291,0.29250914,0.29450613,24.632385,23.25735,132.79715,24.809956,23.471691,156.97339,190,4,5,1,0.0523366
NEON_TALL,0.4092144,0.22743788,0.20576796,0.37416372,0.18187657,0.27809057,0.13999274,0.082710266,0.36944237,0.24837604,37.926765,32.74156,125.75261,38.08056,32.920097,165.9463,70,1,9,3,0.213303
NEON_SJER,0.29720044,0.18580778,0.17768721,0.26473317,0.26745713,0.29305458,0.22030255,0.2288483,0.33355817,0.3233156,37.331444,26.643978,125.272484,37.46915,26.789324,168.09515,10,4,9,3,0.038797
Goldstone,0.27694088,0.18945153,0.2632545,0.31968802,0.41104636,0.297968,0.2794421,0.35586613,0.43383938,0.49761197,40.678024,44.13956,123.55163,40.843098,44.232033,156.76147,120,4,9,3,0.0445669
Taylor_Ranch_TWRS,0.23112427,0.1277475,0.10700139,0.13146587,0.17659725,0.24121541,0.16221334,0.1761909,0.22569035,0.2423999,42.369255,34.109238,107.82405,42.462254,34.24101,139.21849,120,11,4,1,0.041602667
NEON_SCBI,0.32095882,0.21373004,0.12668714,0.32743144,0.15142149,0.34705997,0.2697403,0.29719058,0.48141572,0.21980298,38.928566,44.521492,104.11069,39.02755,44.58069,128.53998,60,45,9,3,0.5594355
U_of_Wisconsin_SSEC,0.31389305,0.1849287,0.12117422,0.14210092,0.1271041,0.33145255,0.16130324,0.18430465,0.23334198,0.1921628,70.02339,26.59514,90.547386,70.11248,26.79815,133.36813,190,48,12,4,0.044706733
Monterey,0.21994914,0.17240663,0.1841101,0.2132804,0.21037894,0.21635093,0.17703821,0.20213884,0.26783577,0.23439433,21.864424,21.975994,139.36288,22.052881,22.198061,162.75151,190,4,6,2,0.013165154
Fresno_2,0.25747755,0.14970398,0.13272184,0.19952138,0.18011542,0.27283335,0.18513201,0.18705845,0.26945883,0.25130585,46.1594,26.838484,116.2902,46.289024,27.030195,158.96327,190,4,10,3,0.0556192
MD_Science_Center,0.31087458,0.16625065,0.10622678,0.120022975,0.12035951,0.30323255,0.14223805,0.118240796,0.14703974,0.18541545,64.280655,37.571167,88.48728,64.35449,37.684494,125.27915,190,19,12,4,0.041194778
Appalachian_State,0.23834674,0.12267518,0.06361867,0.12169031,0.12614547,0.26541933,0.1378609,0.102895066,0.19673364,0.19818099,62.446434,22.0897,95.50266,62.533703,22.310303,138.60559,130,32,12,4,0.045985273
Bakersfield,0.32567245,0.17651226,0.1302197,0.24864438,0.21322642,0.30994126,0.1833176,0.15946493,0.24503277,0.22954245,60.135235,42.71291,92.19746,60.202232,42.831345,126.66422,190,4,12,4,0.089745867
